a/g,ax,ay,az,gx,gy,gz
-56,-68,16344,56,-22,-4
-20,-4,16414,57,-12,12
-76,-14,16392,17,37,-2
-78,-106,16476,55,-16,2
40,-16,16368,57,-10,12
-10,-10,16438,46,4,-10
-30,-70,16500,37,2,11
-12,-42,16382,54,-4,-5
-26,-36,16558,32,-1,-2
-22,-78,16504,58,-2,-4
-58,-22,16354,60,-24,0
-96,-2,16520,40,-7,12
-78,40,16428,40,-13,7
-16,-4,16486,47,12,-1
-28,-26,16440,45,33,-8
28,-14,16472,49,24,-13
-42,-42,16374,49,13,20
-44,-44,16402,39,6,1
-4,-60,16322,38,15,-1
-28,-34,16478,50,7,23
-12,12,16512,34,-2,16
20,8,16290,47,20,5
-72,0,16400,49,11,1
-72,-22,16370,39,-11,7
-88,-100,16412,49,17,13
-24,4,16440,78,10,6
-118,30,16358,36,5,7
-44,-52,16326,54,-3,9
-18,-62,16534,52,17,6
6,2,16388,36,16,7
-78,-112,16320,46,42,14
-40,-38,16342,38,-3,16
-98,38,16392,60,16,17
-88,-42,16312,56,-5,3
-114,24,16462,34,16,15
4,8,16368,50,16,16
70,-42,16356,51,-6,4
2,-2,16352,41,14,-3
-8,4,16386,54,-21,3
-22,-42,16420,41,11,2
-76,-58,16424,41,-10,-8
-32,78,16364,16,42,-6
-126,-84,16312,16,38,-9
32,-58,16422,63,-16,7
-24,72,16452,66,-1,1
-102,56,16230,45,10,-15
-18,-10,16202,45,3,1
-26,-36,16434,45,-5,1
30,-12,16404,57,-2,2
-114,-84,16406,40,11,0
-34,8,16562,59,-13,-4
-12,-34,16344,63,-15,15
-60,-12,16370,49,2,-14
-54,-28,16364,45,10,-3
30,-40,16458,47,7,20
6,-50,16428,44,-1,-3
26,-48,16466,52,15,-5
24,36,16458,44,18,6
-14,-46,16448,58,37,14
-60,-62,16474,66,16,2
-4,64,16314,49,32,0
-98,-54,16484,51,8,1
-82,-14,16502,39,10,18
-38,-44,16446,47,21,-3
-28,-6,16416,54,0,4
34,-4,16426,48,14,4
40,-48,16370,58,11,12
-42,-62,16390,63,2,7
-12,-54,16338,49,14,1
-52,-42,16376,54,-5,9
52,-12,16342,63,-50,12
14,-20,16514,45,-16,6
10,-4,16338,49,-13,10
12,-52,16306,38,4,7
-124,-16,16350,51,19,-2
-34,-48,16384,42,20,3
48,-4,16566,42,21,9
-46,92,16358,42,36,-4
8,2,16416,49,4,5
-18,54,16452,58,-1,8
8,-90,16524,59,12,-1
42,-22,16498,48,8,-4
-20,-30,16370,67,23,17
38,30,16362,44,15,15
-94,-12,16450,48,5,22
-32,-4,16392,49,4,8
-76,-22,16482,54,7,10
4,-46,16424,51,25,19
-34,-30,16462,42,26,4
26,-6,16438,51,0,-11
50,-8,16350,47,-5,26
-80,38,16444,38,17,4
60,-28,16502,56,-16,1
-60,26,16430,40,4,3
-44,-28,16274,29,15,17
-62,-50,16454,46,6,10
26,-2,16464,56,22,7
-42,-84,16490,49,4,-3
-108,-20,16412,46,-1,-2
-8,-6,16572,54,-1,9
-54,2,16358,48,-3,5
-8,-22,16324,33,-9,12
-8,16,16444,62,13,1
36,-26,16524,32,-1,18
-44,-36,16336,39,2,16
4,-50,16496,50,3,-5
-2,-28,16374,56,2,4
-104,96,16476,52,9,10
-74,24,16378,51,14,-7
0,26,16426,52,9,1
30,-54,16454,55,2,0
-94,34,16354,63,-16,7
-48,-6,16348,37,-3,2
-64,-84,16318,50,-6,-2
-48,-56,16402,48,14,6
8,12,16338,53,8,3
-60,30,16376,56,9,9
-26,-20,16348,44,16,12
-76,-78,16564,59,-8,-6
-30,-92,16434,49,15,1
-26,-26,16414,50,4,10
2,-26,16338,56,10,2
-70,54,16330,54,3,8
-28,-36,16420,53,5,4
44,40,16404,61,2,5
-60,-24,16348,43,13,-6
-78,20,16486,39,9,15
74,6,16468,43,3,4
18,-34,16312,51,17,-11
-26,20,16398,55,0,4
-34,-20,16426,45,15,25
-54,-88,16358,52,12,8
-38,-46,16348,34,13,-1
-38,-96,16516,48,13,-8
-24,-28,16388,52,10,17
-4,-78,16300,58,-8,17
-40,-36,16288,50,12,-2
46,28,16394,62,10,-5
-54,24,16500,44,5,8
-42,-84,16554,49,-15,-14
-40,-36,16552,54,12,0
-56,12,16438,37,1,1
-42,-104,16488,63,-11,2
68,-12,16464,46,-5,6
-8,-2,16496,40,-7,10
28,-38,16354,49,-1,-7
-80,-2,16336,43,17,8
76,50,16356,49,4,0
-18,-52,16350,68,12,5
-94,-30,16482,32,45,8
26,56,16334,53,5,7
-90,-52,16438,30,22,7
-2,-64,16264,61,11,-9
-18,52,16316,18,22,6
18,24,16354,48,13,-8
-102,12,16382,56,-26,9
-16,-14,16434,40,-9,-1
-60,-92,16312,49,35,8
34,-86,16352,49,7,4
94,80,16410,33,19,1
16,-24,16484,59,11,8
-70,-66,16360,51,1,-1
26,-18,16396,45,4,2
-34,14,16428,35,26,17
-40,48,16454,61,-3,0
-68,50,16410,27,8,-1
-22,16,16342,38,13,5
-30,-34,16398,42,-7,4
-78,12,16428,49,-5,2
-60,-44,16516,57,-8,6
28,28,16410,52,-17,5
20,28,16444,60,-27,12
42,-24,16444,59,0,7
-110,-56,16396,37,9,2
24,-20,16448,49,6,6
-16,-20,16380,57,-3,24
-34,-24,16364,53,-2,9
-72,56,16346,55,8,15
-32,-72,16312,59,7,-2
-54,-60,16348,64,6,8
-2,-46,16468,34,16,-5
42,-20,16480,53,-4,10
30,-112,16320,60,-12,-7
-66,-56,16400,51,1,-4
10,-26,16462,42,15,1
-88,-54,16502,37,10,-5
-36,58,16508,47,10,8
-14,66,16384,49,7,15
72,-8,16578,32,25,-10
6,-34,16414,59,-3,8
-8,-22,16330,39,-1,-1
-40,20,16302,42,17,0
-18,-46,16320,57,-13,6
-40,4,16226,54,-3,-4
-40,-28,16292,51,-3,17
-70,-20,16438,54,-7,3
-12,0,16374,52,-11,7
-12,26,16432,50,5,2
-60,-38,16424,47,-6,6
0,-38,16346,47,-8,8
-40,-12,16330,51,-1,4
42,22,16372,53,9,22
-20,-42,16410,42,-14,8
-74,-58,16254,50,3,3
68,-2,16490,42,8,0
-90,-2,16484,55,9,3
-64,12,16558,45,22,3
-74,-14,16400,49,8,14
-68,-64,16500,46,-3,-12
34,28,16352,37,-8,2
-18,-32,16470,37,0,-6
-90,-14,16446,60,6,10
4,-46,16412,53,18,-1
-24,-24,16316,60,13,7
-84,-56,16324,71,-10,16
-36,-8,16424,48,2,11
-66,-38,16418,44,30,2
-106,-4,16314,47,3,9
24,18,16358,49,6,5
-78,10,16486,48,16,1
20,-24,16400,50,-5,-1
10,-126,16322,57,9,15
-80,4,16390,42,-2,2
-56,-50,16432,65,11,9
-10,-48,16488,48,2,-1
-26,-22,16326,48,8,8
-80,-6,16498,62,27,-12
-80,-8,16328,52,13,1
14,16,16492,43,-2,14
-78,-16,16350,61,10,9
-72,98,16534,62,14,4
102,-50,16394,33,19,9
-20,-86,16374,60,14,7
30,-4,16550,56,-4,12
-6,-18,16428,54,5,18
28,-74,16378,53,-7,3
10,-10,16404,58,8,15
-2,-96,16290,37,0,0
74,20,16436,56,4,8
-32,-42,16446,37,14,6
-54,-8,16314,47,4,11
-138,8,16506,40,5,8
-24,-24,16538,47,10,8
-66,-66,16318,62,0,6
-56,-20,16470,40,10,-2
-94,12,16348,39,-4,14
-20,-26,16340,57,9,11
-40,22,16370,39,20,6
-26,-60,16388,49,10,13
-70,64,16422,46,17,16
-86,-64,16354,47,2,-9
-52,-76,16376,55,-9,6
2,-44,16402,33,12,22
-118,14,16410,57,-14,12
50,82,16214,39,8,10
-18,-24,16354,37,8,-3
-66,24,16328,59,-1,11
-24,-72,16466,52,14,-12
46,-10,16382,48,-31,-3
-10,2,16400,31,-6,0
-78,44,16382,37,27,16
28,36,16294,89,26,15
-4,8,16402,64,2,11
-56,-110,16424,52,5,3
-48,-18,16330,33,27,10
58,-2,16370,58,10,8
-82,-24,16492,54,15,7
-76,-94,16490,51,18,0
54,-36,16316,48,8,-26
-70,64,16480,49,13,5
56,-70,16402,50,-17,6
-12,-16,16486,59,-17,-7
-86,-40,16540,26,3,1
30,-90,16484,53,19,-2
-28,30,16328,38,-9,-5
56,-24,16364,48,-4,11
-32,-60,16398,51,8,5
-62,-166,16514,45,-11,-3
-58,-4,16250,47,16,10
-56,-114,16436,39,27,2
-82,4,16380,48,19,2
14,52,16368,45,12,5
-4,4,16386,46,-5,-1
4,54,16298,40,-2,-1
30,-50,16366,43,-4,21
-104,-54,16356,65,-19,18
-30,2,16384,52,22,-2
-28,10,16494,58,-1,14
-64,-92,16486,79,2,7
-140,6,16422,53,-49,3
-26,-40,16390,52,14,16
28,-36,16520,26,15,8
4,-38,16580,14,59,1
32,-38,16500,55,15,25
-8,14,16336,53,3,-7
-46,-42,16408,57,-13,1
-70,78,16418,38,-3,-3
2,34,16464,41,16,-6
-78,-66,16530,43,1,1
-86,-70,16582,2,76,1
-42,62,16410,51,-1,1
-60,-76,16340,39,10,-5
-2,-28,16474,31,22,20
0,-12,16346,35,7,5
4,-22,16386,38,21,6
-106,-36,16394,43,7,17
-104,-92,16574,37,-6,-3
-10,-18,16312,-1,27,9
-6,-62,16456,9,14,14
16,-36,16416,94,-14,10
-2,-60,16378,104,-32,-2
-56,38,16320,41,-4,-1
36,-40,16486,34,53,20
-22,-8,16392,40,14,2
-6,-6,16418,41,0,5
-96,-60,16346,38,17,8
-50,10,16536,46,10,4
-42,-10,16370,16,10,-13
-34,-84,16356,46,7,11
20,-142,16508,38,9,2
-50,-52,16486,63,2,13
-66,-56,16508,42,4,-7
2,-88,16724,73,63,9
-80,-96,16378,72,10,14
36,-42,16432,59,19,5
-36,-96,16500,58,1,8
-52,-8,16458,53,22,12
8,0,16366,48,18,14
-36,-60,16406,54,18,2
20,50,16460,98,-64,11
-16,-64,16336,32,3,3
8,18,16442,26,25,2
-20,0,16366,56,14,-2
18,-62,16314,45,1,7
16,-30,16488,47,7,14
4,-80,16382,40,5,16
-2,-20,16382,55,-3,3
4,-2,16246,49,-15,9
-12,-4,16364,41,2,-4
-42,-38,16454,59,9,-5
52,12,16408,60,6,8
-10,-14,16536,48,18,11
-12,-18,16312,41,-2,6
-80,-40,16372,40,39,4
-28,20,16434,49,12,-1
-82,-22,16438,38,18,14
46,-38,16466,48,15,1
-18,28,16336,29,-8,2
-64,2,16356,45,9,5
-52,-30,16402,52,-10,-3
-68,12,16456,39,-7,0
-106,34,16400,42,-9,20
-26,-66,16446,49,29,23
72,-32,16376,57,7,4
-38,-44,16458,46,-1,-2
-8,-22,16394,41,15,3
-8,2,16384,51,-1,12
16,8,16456,68,-8,-8
16,-24,16302,56,2,15
-88,12,16452,38,-2,4
-74,-70,16356,43,9,-10
74,-74,16466,45,-2,15
28,16,16264,50,21,-1
68,-58,16414,47,20,3
14,-100,16468,45,9,12
-22,34,16454,45,6,14
-114,-46,16454,60,-4,1
-94,-32,16422,57,4,14
4,-2,16254,46,-1,0
-36,-20,16528,44,26,4
14,0,16544,43,1,-4
-14,24,16392,65,6,-11
-92,-26,16450,70,-52,7
66,-18,16372,35,12,-3
-58,-28,16290,51,11,7
34,-20,16416,51,1,13
46,28,16514,51,18,-11
-68,24,16324,43,0,13
18,32,16544,55,-11,8
-72,12,16302,49,3,-2
8,10,16446,57,5,7
-126,-58,16562,56,0,-6
-116,-70,16314,44,-8,9
8,18,16282,62,16,6
-90,-16,16498,52,2,2
-22,-112,16478,41,6,6
-92,-48,16366,48,1,3
-26,-2,16366,49,7,-2
10,-102,16488,43,17,8
-32,22,16274,50,0,15
-2,-2,16290,50,-40,11
-80,2,16326,43,24,-6
-52,-38,16406,47,0,-18
-52,20,16502,56,-7,5
-40,-50,16420,36,4,-9
-18,-14,16382,51,15,-4
-40,-48,16488,42,14,7
-20,-46,16328,44,-37,19
-36,-38,16472,48,-26,2
-2,-32,16466,28,17,15
-100,-94,16470,61,-15,2
-38,-24,16532,54,7,2
18,-36,16424,30,16,19
-96,16,16506,50,-3,-7
54,-108,16354,44,9,-4
-34,-40,16352,41,9,3
-38,-38,16340,57,25,13
-58,-12,16572,45,4,5
28,8,16464,38,10,1
-2,-38,16342,54,-15,6
-52,-38,16398,51,2,22
26,20,16412,62,6,2
-46,-2,16418,36,0,-6
12,-82,16470,53,-9,9
32,-102,16564,49,10,18
10,0,16404,72,-9,4
32,34,16402,72,20,-2
-32,-60,16450,46,13,0
-52,-46,16396,47,-5,1
-26,-18,16466,53,3,-1
-52,-66,16380,32,0,-4
88,22,16302,70,-16,-2
-74,-2,16388,59,10,0
-52,12,16448,32,16,2
-6,2,16472,53,14,2
-68,36,16332,53,-4,-7
-106,24,16322,52,21,-1
16,-86,16394,55,23,19
28,-42,16382,66,2,2
36,-54,16548,19,6,9
-68,-16,16570,47,12,-4
-20,-16,16348,32,4,-3
-74,32,16532,50,25,0
-42,-18,16224,57,13,7
26,48,16434,65,-13,12
-24,-4,16388,54,5,-6
-78,58,16562,48,17,-2
-6,-6,16278,48,19,9
20,6,16402,49,4,-5
-12,-30,16456,30,1,-7
-56,-42,16488,37,8,5
4,-32,16400,53,-7,4
-10,-8,16496,55,14,-1
2,-12,16374,40,6,10
-90,-54,16462,37,3,11
-122,-26,16426,29,14,7
-98,12,16502,37,10,-4
-50,-44,16476,40,10,7
-122,2,16312,37,-5,-1
-50,-78,16328,52,18,3
-2,-82,16404,34,-3,13
-40,-64,16508,50,3,9
8,6,16450,50,1,-6
-34,6,16454,47,-5,-8
14,28,16378,43,14,5
2,-20,16482,62,-7,4
-40,18,16474,56,2,-2
48,10,16396,52,7,18
-30,-38,16352,38,-1,-10
8,-62,16410,56,3,8
-48,-78,16466,46,-1,8
-52,-22,16478,49,12,2
-44,-64,16494,49,11,-6
28,10,16368,56,3,-7
-48,-104,16456,64,8,8
-8,0,16448,43,13,11
-68,-82,16406,50,-10,-2
-62,0,16346,40,-8,-2
12,-50,16504,66,5,3
-12,-54,16490,42,8,-2
-36,-74,16486,55,5,7
-86,-50,16374,63,9,-7
2,34,16340,61,-22,10
-22,-36,16510,48,2,-4
-32,2,16354,36,9,-3
68,-44,16164,85,-63,15
-64,-80,16714,46,25,9
4,-44,16416,58,10,2
-2,-88,16498,37,18,12
-124,-130,16746,15,40,12
-92,6,16398,52,17,16
-22,-50,16460,24,0,-2
-38,-100,16374,40,10,17
0,-44,16404,43,5,7
-54,-42,16280,44,4,-4
-8,-30,16532,-54,165,3
16,-24,16468,23,28,7
18,-30,16392,67,-30,2
4,-10,16332,70,-31,-11
-70,10,16432,43,-1,-4
0,-40,16432,49,12,14
6,-12,16338,38,5,16
-28,10,16454,45,-2,0
-28,48,16386,51,9,12
2,0,16276,45,10,13
-22,-22,16366,31,0,4
-52,-58,16368,49,-3,3
-60,34,16464,44,2,7
4,-88,16426,48,9,-9
68,2,16352,46,25,7
-72,-8,16420,46,9,3
-70,-48,16310,43,9,-3
34,-42,16532,50,-3,-3
-114,-28,16550,31,39,5
-50,-6,16500,45,7,9
58,-36,16446,58,-22,4
-28,22,16436,39,5,9
-26,4,16418,48,-3,9
38,-34,16468,51,-26,14
32,14,16422,64,-16,11
-82,-46,16374,31,-11,-6
-30,46,16318,36,-8,-5
-24,-8,16404,57,-10,-1
-10,-88,16430,45,6,-13
-48,42,16386,31,5,7
0,-62,16464,51,-24,8
42,26,16374,34,-10,13
-40,-44,16358,33,-5,0
4,20,16388,44,-14,-6
-56,56,16416,57,6,-5
-26,-68,16444,57,-9,14
8,-4,16450,52,28,-5
-32,-34,16406,52,10,15
-56,-24,16496,48,33,1
16,-112,16334,55,8,-7
12,-4,16392,45,35,26
20,-12,16472,24,52,5
50,-90,16372,41,28,-10
-46,30,16306,36,26,-3
594,66,15688,37,-53,-6
210,-230,16582,20,19,-26
-24,-22,16256,27,35,18
0,200,16096,365,-439,65
28,-2,16348,126,-117,1
-154,-218,16732,-54,-6,-17
52,-90,16726,62,21,-14
-116,186,16302,-16,71,3
48,-34,16492,-53,124,2
